"un","Country","Date","NewCases","NewDeaths","Population","StayHomeOrder","StayHomeGen","StayHomeRiskG","ClosDaycare","ClosPrim","ClosSecHigh","ClosPubMin2","MassGather50","MassGatherAll","ClosPubAny","MasksVoluntary","MasksMandatory","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"Austria 2020-01-01","Austria",2020-01-01,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-02","Austria",2020-01-02,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-03","Austria",2020-01-03,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-04","Austria",2020-01-04,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-05","Austria",2020-01-05,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-06","Austria",2020-01-06,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-07","Austria",2020-01-07,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-08","Austria",2020-01-08,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-09","Austria",2020-01-09,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-10","Austria",2020-01-10,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-11","Austria",2020-01-11,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-12","Austria",2020-01-12,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-13","Austria",2020-01-13,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-14","Austria",2020-01-14,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-15","Austria",2020-01-15,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-16","Austria",2020-01-16,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-17","Austria",2020-01-17,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-18","Austria",2020-01-18,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-19","Austria",2020-01-19,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-20","Austria",2020-01-20,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-21","Austria",2020-01-21,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-22","Austria",2020-01-22,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-23","Austria",2020-01-23,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-24","Austria",2020-01-24,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-25","Austria",2020-01-25,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-26","Austria",2020-01-26,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-27","Austria",2020-01-27,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-28","Austria",2020-01-28,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-29","Austria",2020-01-29,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-30","Austria",2020-01-30,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-01-31","Austria",2020-01-31,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-01","Austria",2020-02-01,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-02","Austria",2020-02-02,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-03","Austria",2020-02-03,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-04","Austria",2020-02-04,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-05","Austria",2020-02-05,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-06","Austria",2020-02-06,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-07","Austria",2020-02-07,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-08","Austria",2020-02-08,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-09","Austria",2020-02-09,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-10","Austria",2020-02-10,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-11","Austria",2020-02-11,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-12","Austria",2020-02-12,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-13","Austria",2020-02-13,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-14","Austria",2020-02-14,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Austria 2020-02-15","Austria",2020-02-15,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,9,1,42,13,0,-2
"Austria 2020-02-16","Austria",2020-02-16,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,15,21,42,12,1,-2
"Austria 2020-02-17","Austria",2020-02-17,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,9,5,35,3,-4,0
"Austria 2020-02-18","Austria",2020-02-18,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,8,5,40,2,-4,0
"Austria 2020-02-19","Austria",2020-02-19,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,-1,-5,1
"Austria 2020-02-20","Austria",2020-02-20,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,2,-5,0
"Austria 2020-02-21","Austria",2020-02-21,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,-2,-5,1
"Austria 2020-02-22","Austria",2020-02-22,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,9,3,52,14,2,-2
"Austria 2020-02-23","Austria",2020-02-23,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,4,23,4,5,2,0
"Austria 2020-02-24","Austria",2020-02-24,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,9,10,25,3,2,-1
"Austria 2020-02-25","Austria",2020-02-25,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,13,10,60,7,0,0
"Austria 2020-02-26","Austria",2020-02-26,2,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,-3,10,8,-2,0,1
"Austria 2020-02-27","Austria",2020-02-27,0,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,0,1,1
"Austria 2020-02-28","Austria",2020-02-28,3,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,-1,-2,1,1
"Austria 2020-02-29","Austria",2020-02-29,2,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,1,0
"Austria 2020-03-01","Austria",2020-03-01,3,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0
"Austria 2020-03-02","Austria",2020-03-02,4,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,2,6,16,1,3,-1
"Austria 2020-03-03","Austria",2020-03-03,4,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-1,-3,2,1
"Austria 2020-03-04","Austria",2020-03-04,6,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,0,2,0
"Austria 2020-03-05","Austria",2020-03-05,5,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0
"Austria 2020-03-06","Austria",2020-03-06,12,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-7,-2,1,0
"Austria 2020-03-07","Austria",2020-03-07,33,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,-3,0,0
"Austria 2020-03-08","Austria",2020-03-08,25,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,14,14,42,5,1,-2
"Austria 2020-03-09","Austria",2020-03-09,3,0,8858775,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,2,-3,1,0
"Austria 2020-03-10","Austria",2020-03-10,29,0,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-3,10,9,-3,1,0
"Austria 2020-03-11","Austria",2020-03-11,51,0,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-6,17,12,-8,-1,1
"Austria 2020-03-12","Austria",2020-03-12,64,0,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-10,24,18,-9,-3,2
"Austria 2020-03-13","Austria",2020-03-13,115,1,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-20,46,-20,-20,-6,5
"Austria 2020-03-14","Austria",2020-03-14,143,0,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-35,-7,-17,-34,-9,8
"Austria 2020-03-15","Austria",2020-03-15,151,0,8858775,0,1,0,0,0,0,0,0,1,0,0,0,-59,-32,-13,-43,-18,8
"Austria 2020-03-16","Austria",2020-03-16,205,0,8858775,1,1,0,1,1,1,1,1,1,1,0,0,-71,-14,-37,-56,-43,19
"Austria 2020-03-17","Austria",2020-03-17,156,2,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-79,-32,-43,-66,-55,24
"Austria 2020-03-18","Austria",2020-03-18,316,0,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-79,-30,-24,-65,-58,24
"Austria 2020-03-19","Austria",2020-03-19,314,1,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-80,-29,-32,-67,-60,25
"Austria 2020-03-20","Austria",2020-03-20,550,2,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-81,-28,-32,-68,-59,26
"Austria 2020-03-21","Austria",2020-03-21,453,0,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-88,-39,-73,-75,-54,20
"Austria 2020-03-22","Austria",2020-03-22,375,2,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-90,-69,-60,-76,-54,15
"Austria 2020-03-23","Austria",2020-03-23,607,8,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-79,-31,-57,-71,-60,25
"Austria 2020-03-24","Austria",2020-03-24,855,9,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-80,-32,-44,-71,-61,26
"Austria 2020-03-25","Austria",2020-03-25,796,5,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-81,-34,-58,-73,-62,27
"Austria 2020-03-26","Austria",2020-03-26,606,4,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-81,-31,-59,-72,-62,27
"Austria 2020-03-27","Austria",2020-03-27,1141,18,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-80,-26,-39,-70,-60,27
"Austria 2020-03-28","Austria",2020-03-28,668,16,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-83,-31,-21,-66,-49,17
"Austria 2020-03-29","Austria",2020-03-29,594,0,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-87,-64,-43,-71,-51,14
"Austria 2020-03-30","Austria",2020-03-30,522,18,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-78,-31,-57,-71,-59,25
"Austria 2020-03-31","Austria",2020-03-31,805,22,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-77,-24,-47,-69,-59,25
"Austria 2020-04-01","Austria",2020-04-01,564,20,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-77,-30,-34,-67,-59,24
"Austria 2020-04-02","Austria",2020-04-02,529,18,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-77,-29,-36,-68,-59,25
"Austria 2020-04-03","Austria",2020-04-03,418,12,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-79,-25,-46,-69,-59,26
"Austria 2020-04-04","Austria",2020-04-04,396,10,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-82,-30,-36,-67,-48,17
"Austria 2020-04-05","Austria",2020-04-05,241,18,8858775,1,0,0,1,1,1,1,1,1,1,1,0,-82,-55,-11,-64,-46,12
"Austria 2020-04-06","Austria",2020-04-06,217,18,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-73,-26,-22,-64,-58,22
"Austria 2020-04-07","Austria",2020-04-07,314,16,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-74,-24,-6,-63,-58,22
"Austria 2020-04-08","Austria",2020-04-08,343,23,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-74,-21,-10,-63,-58,22
"Austria 2020-04-09","Austria",2020-04-09,329,30,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-74,-15,-20,-63,-59,22
"Austria 2020-04-10","Austria",2020-04-10,279,22,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-76,-16,-22,-66,-63,24
"Austria 2020-04-11","Austria",2020-04-11,312,24,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-81,-27,-20,-62,-45,15
"Austria 2020-04-12","Austria",2020-04-12,247,18,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-83,-54,-6,-63,-45,11
"Austria 2020-04-13","Austria",2020-04-13,130,13,8858775,1,0,0,1,1,1,1,1,1,1,0,0,-90,-94,-15,-78,-88,31
"Austria 2020-04-14","Austria",2020-04-14,106,18,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-62,-16,-41,-62,-53,21
"Austria 2020-04-15","Austria",2020-04-15,191,16,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-62,-20,-12,-58,-52,20
"Austria 2020-04-16","Austria",2020-04-16,136,9,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-63,-18,-9,-57,-52,20
"Austria 2020-04-17","Austria",2020-04-17,78,17,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-65,-16,-10,-58,-52,20
"Austria 2020-04-18","Austria",2020-04-18,155,21,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-70,-21,-8,-54,-36,13
"Austria 2020-04-19","Austria",2020-04-19,59,12,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-84,-53,-37,-66,-43,12
"Austria 2020-04-20","Austria",2020-04-20,48,9,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-58,-24,-14,-56,-48,18
"Austria 2020-04-21","Austria",2020-04-21,73,10,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-60,-21,2,-54,-48,18
"Austria 2020-04-22","Austria",2020-04-22,50,1,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-61,-21,7,-54,-48,18
"Austria 2020-04-23","Austria",2020-04-23,91,31,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-62,-18,-3,-54,-48,18
"Austria 2020-04-24","Austria",2020-04-24,61,14,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-64,-17,-10,-56,-49,19
"Austria 2020-04-25","Austria",2020-04-25,83,5,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-68,-19,-7,-52,-33,12
"Austria 2020-04-26","Austria",2020-04-26,66,23,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-73,-36,23,-50,-34,8
"Austria 2020-04-27","Austria",2020-04-27,55,6,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-57,-22,-12,-52,-45,16
"Austria 2020-04-28","Austria",2020-04-28,67,7,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-58,-18,14,-50,-45,15
"Austria 2020-04-29","Austria",2020-04-29,58,20,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-61,-12,-40,-55,-46,18
"Austria 2020-04-30","Austria",2020-04-30,50,11,8858775,1,0,0,1,1,1,1,1,1,1,0,1,-49,13,-10,-49,-45,14
"Austria 2020-05-01","Austria",2020-05-01,60,4,8858775,0,0,0,1,1,1,1,1,1,1,0,1,-83,-90,5,-66,-82,26
"Austria 2020-05-02","Austria",2020-05-02,34,5,8858775,0,0,0,1,1,1,1,1,1,1,0,1,-43,4,-12,-44,-24,8
"Austria 2020-05-03","Austria",2020-05-03,12,7,8858775,0,0,0,1,1,1,1,1,1,1,0,1,-72,-32,-1,-49,-31,7
"Austria 2020-05-04","Austria",2020-05-04,68,2,8858775,0,0,0,1,1,1,1,1,1,1,0,1,-32,-8,-2,-43,-38,12
"Austria 2020-05-05","Austria",2020-05-05,31,2,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-39,-8,-18,-46,-39,14
"Austria 2020-05-06","Austria",2020-05-06,17,6,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-38,-5,1,-43,-38,12
"Austria 2020-05-07","Austria",2020-05-07,65,2,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-39,-5,12,-41,-38,12
"Austria 2020-05-08","Austria",2020-05-08,22,1,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-40,-2,20,-41,-39,12
"Austria 2020-05-09","Austria",2020-05-09,62,5,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-43,-2,18,-35,-19,5
"Austria 2020-05-10","Austria",2020-05-10,42,1,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-64,-25,8,-39,-18,3
"Austria 2020-05-11","Austria",2020-05-11,10,3,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-37,-16,-8,-43,-36,12
"Austria 2020-05-12","Austria",2020-05-12,87,2,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-39,-9,-4,-41,-35,13
"Austria 2020-05-13","Austria",2020-05-13,36,3,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-41,-10,-13,-43,-35,13
"Austria 2020-05-14","Austria",2020-05-14,54,1,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-42,-9,-20,-44,-36,12
"Austria 2020-05-15","Austria",2020-05-15,41,2,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-34,-11,-43,-47,-36,13
"Austria 2020-05-16","Austria",2020-05-16,63,2,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-32,-13,5,-35,-12,5
"Austria 2020-05-17","Austria",2020-05-17,72,0,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-40,-18,47,-31,-13,3
"Austria 2020-05-18","Austria",2020-05-18,14,1,8858775,0,0,0,0,1,1,1,1,1,1,0,1,-20,-11,35,-32,-27,7
"Austria 2020-05-19","Austria",2020-05-19,25,0,8858775,0,0,0,0,0,1,1,1,1,1,0,1,-22,-7,27,-33,-28,8
"Austria 2020-05-20","Austria",2020-05-20,78,3,8858775,0,0,0,0,0,1,1,1,1,1,0,1,-14,22,20,-29,-28,6
"Austria 2020-05-21","Austria",2020-05-21,18,1,8858775,0,0,0,0,0,1,1,1,1,1,0,1,-58,-87,82,-52,-80,20
"Austria 2020-05-22","Austria",2020-05-22,57,0,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-23","Austria",2020-05-23,29,2,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-24","Austria",2020-05-24,46,4,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-25","Austria",2020-05-25,32,1,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-26","Austria",2020-05-26,20,1,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-27","Austria",2020-05-27,38,2,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-28","Austria",2020-05-28,18,2,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-29","Austria",2020-05-29,0,0,8858775,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-30","Austria",2020-05-30,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"Austria 2020-05-31","Austria",2020-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-01","Austria",2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-02","Austria",2020-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-03","Austria",2020-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-04","Austria",2020-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-05","Austria",2020-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-06","Austria",2020-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-07","Austria",2020-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-08","Austria",2020-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-09","Austria",2020-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-10","Austria",2020-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-11","Austria",2020-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-12","Austria",2020-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-13","Austria",2020-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-14","Austria",2020-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-15","Austria",2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-16","Austria",2020-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-17","Austria",2020-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-18","Austria",2020-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-19","Austria",2020-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-20","Austria",2020-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-21","Austria",2020-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-22","Austria",2020-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-23","Austria",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-24","Austria",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-25","Austria",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-26","Austria",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-27","Austria",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-28","Austria",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-29","Austria",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-06-30","Austria",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-07-01","Austria",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-07-02","Austria",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria 2020-07-03","Austria",2020-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
