Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5
580,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
590,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
600,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
610,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
620,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
630,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
640,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
650,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
660,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
670,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
680,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
690,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
700,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
710,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
720,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
730,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
740,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
750,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
760,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
770,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
780,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
790,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
800,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
810,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
820,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
830,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
840,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
850,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
860,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
870,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
880,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
890,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
900,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
910,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
920,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
930,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
940,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
950,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
960,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
970,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
980,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
990,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1000,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1010,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1020,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1030,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1040,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1050,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1060,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1070,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1080,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1090,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1100,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1110,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1120,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1130,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1140,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1150,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1160,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1170,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1180,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1190,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1200,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1210,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1220,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1230,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1240,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1250,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1260,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1270,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1280,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1290,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1300,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1310,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1320,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1330,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1340,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1350,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1360,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1370,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1380,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1390,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1400,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1410,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1420,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1430,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1440,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1450,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1460,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1470,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1480,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1490,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1500,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1510,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1520,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1530,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1540,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1550,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1560,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1570,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1580,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1590,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1600,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1610,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1620,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1630,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1640,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1650,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1660,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1670,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1680,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1690,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1700,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1710,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1720,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1730,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1740,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1750,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1760,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1770,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1780,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1790,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1800,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1810,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1820,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1830,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1840,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1850,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1860,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1870,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1880,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1890,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1900,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1910,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1920,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1930,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1940,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1950,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1960,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1970,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1980,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
1990,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2000,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2010,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2020,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2030,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2040,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2050,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2060,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2070,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2080,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2090,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2100,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2110,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2120,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2130,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2140,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2150,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2160,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2170,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2180,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2190,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2200,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2210,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2220,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2230,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2240,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2250,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2260,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2270,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2280,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2290,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2300,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2310,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2320,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2330,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2340,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2350,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2360,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2370,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2380,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2390,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2400,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2410,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2420,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2430,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2440,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2450,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2460,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2470,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2480,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2490,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2500,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2510,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2520,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2530,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2540,-1002342,3.729522e-08,0.8134175,0.9248934,0.8848913,0.5544634,0.8487292
2550,-1002332,3.758132e-08,0.8229947,0.9386088,0.8911821,0.5735967,0.8473643
2560,-1002332,3.758132e-08,0.8229947,0.9386088,0.8911821,0.5735967,0.8473643
2570,-1002332,3.758132e-08,0.8229947,0.9386088,0.8911821,0.5735967,0.8473643
2580,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2590,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2600,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2610,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2620,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2630,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2640,-1002214,3.786749e-08,0.8309435,0.8862756,0.8983456,0.606287,0.8578452
2650,-1002095,3.742932e-08,0.8229862,0.8833169,0.8838825,0.6309243,0.8461382
2660,-1002011,3.782481e-08,0.8147017,0.9261034,0.8550854,0.6670276,0.8452037
2670,-1002011,3.782481e-08,0.8147017,0.9261034,0.8550854,0.6670276,0.8452037
2680,-1002011,3.782481e-08,0.8147017,0.9261034,0.8550854,0.6670276,0.8452037
2690,-1001977,3.741561e-08,0.8076095,0.9555117,0.8764404,0.6447058,0.8426281
2700,-1001977,3.741561e-08,0.8076095,0.9555117,0.8764404,0.6447058,0.8426281
2710,-1001977,3.741561e-08,0.8076095,0.9555117,0.8764404,0.6447058,0.8426281
2720,-1001977,3.741561e-08,0.8076095,0.9555117,0.8764404,0.6447058,0.8426281
2730,-1001977,3.741561e-08,0.8076095,0.9555117,0.8764404,0.6447058,0.8426281
2740,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2750,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2760,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2770,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2780,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2790,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2800,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2810,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2820,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2830,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2840,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2850,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2860,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2870,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2880,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2890,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2900,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2910,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2920,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2930,-1001952,3.747854e-08,0.8237397,0.9392596,0.8221108,0.6819358,0.8508101
2940,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
2950,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
2960,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
2970,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
2980,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
2990,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
3000,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
3010,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
3020,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
3030,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
3040,-1001929,3.712488e-08,0.8250319,0.9184876,0.805363,0.6756957,0.8449891
