Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11
1510,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1520,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1530,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1540,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1550,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1560,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1570,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1580,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1590,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1600,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1610,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1620,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1630,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1640,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
1650,-1329.224,8.450992e-08,0.07724447,0.5945451,0.8743493,0.8617314,0.9560336,0.4519718,0.9701438,0.701383,0.7300823,0.5792392,0.7726096
