Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4
360,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
370,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
380,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
390,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
400,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
410,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
420,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
430,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
440,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
450,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
460,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
470,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
480,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
490,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
500,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
510,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
520,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
530,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
540,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
550,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
560,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
570,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
580,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
590,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
600,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
610,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
620,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
630,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
640,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
650,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
660,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
670,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
680,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
690,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
700,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
710,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
720,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
730,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
740,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
750,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
760,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
770,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
780,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
790,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
800,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
810,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
820,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
830,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
840,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
850,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
860,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
870,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
880,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
890,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
900,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
910,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
920,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
930,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
940,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
950,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
960,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
970,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
980,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
990,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1000,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1010,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1020,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1030,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1040,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1050,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1060,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1070,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1080,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1090,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1100,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1110,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1120,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1130,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1140,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1150,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1160,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1170,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1180,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1190,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1200,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1210,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1220,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1230,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1240,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1250,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1260,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1270,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1280,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1290,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1300,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1310,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1320,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1330,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1340,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1350,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1360,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1370,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1380,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1390,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1400,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1410,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1420,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1430,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1440,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1450,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1460,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1470,-19010467,3.414467e-09,0.3854401,0.8911682,0.4932893,0.6082579
1480,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1490,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1500,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1510,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1520,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1530,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1540,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1550,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1560,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1570,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1580,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1590,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1600,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1610,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1620,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1630,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1640,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1650,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1660,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1670,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1680,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1690,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1700,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1710,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1720,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1730,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1740,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1750,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1760,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1770,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1780,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1790,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1800,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1810,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1820,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1830,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1840,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1850,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1860,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1870,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1880,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1890,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1900,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1910,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1920,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1930,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1940,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1950,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1960,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1970,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1980,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
1990,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2000,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2010,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2020,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2030,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2040,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2050,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2060,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2070,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2080,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2090,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2100,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2110,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2120,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2130,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2140,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2150,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2160,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2170,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2180,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2190,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2200,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2210,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2220,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2230,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2240,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2250,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2260,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2270,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2280,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2290,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2300,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2310,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2320,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2330,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2340,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2350,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2360,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2370,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2380,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2390,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2400,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2410,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2420,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2430,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2440,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2450,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2460,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2470,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2480,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2490,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2500,-15021782,3.528036e-09,0.5399834,0.9606016,0.3692007,0.595381
2510,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2520,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2530,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2540,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2550,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2560,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2570,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2580,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2590,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2600,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2610,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2620,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2630,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2640,-12017835,3.529817e-09,0.5218997,0.9493115,0.3429595,0.5988301
2650,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2660,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2670,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2680,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2690,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2700,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2710,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2720,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2730,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2740,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2750,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2760,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2770,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2780,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2790,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2800,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2810,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2820,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2830,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2840,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2850,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2860,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2870,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2880,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2890,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2900,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2910,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2920,-8017815,3.574413e-09,0.514818,0.9795461,0.3402085,0.5901739
2930,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2940,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2950,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2960,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2970,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2980,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
2990,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3000,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3010,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3020,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3030,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3040,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3050,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3060,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3070,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3080,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3090,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3100,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3110,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3120,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3130,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3140,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3150,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3160,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3170,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3180,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3190,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3200,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3210,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3220,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3230,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3240,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3250,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3260,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3270,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3280,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3290,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3300,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3310,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3320,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3330,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3340,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3350,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3360,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3370,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3380,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3390,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3400,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3410,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3420,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3430,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3440,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3450,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3460,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3470,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3480,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3490,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3500,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3510,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3520,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3530,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3540,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3550,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
