Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4
3560,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3570,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3580,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3590,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3600,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3610,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3620,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3630,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3640,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3650,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3660,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3670,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3680,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3690,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3700,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3710,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3720,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3730,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3740,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3750,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3760,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3770,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3780,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3790,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3800,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3810,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3820,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3830,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3840,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3850,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3860,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3870,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3880,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3890,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3900,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3910,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3920,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3930,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3940,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3950,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3960,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3970,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3980,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
3990,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4000,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4010,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4020,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4030,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4040,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4050,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4060,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4070,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4080,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4090,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4100,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4110,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4120,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4130,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4140,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4150,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4160,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4170,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4180,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4190,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4200,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4210,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4220,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4230,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4240,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4250,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4260,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4270,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4280,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4290,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4300,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4310,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4320,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4330,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4340,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4350,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4360,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4370,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4380,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4390,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4400,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4410,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4420,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4430,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4440,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4450,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4460,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4470,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4480,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4490,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4500,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4510,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4520,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4530,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4540,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4550,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4560,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4570,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4580,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4590,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4600,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4610,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4620,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4630,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4640,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4650,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4660,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4670,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4680,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4690,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4700,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4710,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4720,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4730,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4740,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4750,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4760,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4770,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4780,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4790,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4800,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4810,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4820,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4830,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4840,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4850,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4860,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4870,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4880,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4890,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4900,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4910,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4920,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4930,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4940,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4950,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4960,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4970,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4980,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
4990,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
5000,-6014058,3.537691e-09,0.4652167,0.957143,0.3759318,0.6021001
