Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11
940,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
950,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
960,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
970,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
980,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
990,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1000,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1010,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1020,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1030,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1040,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1050,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1060,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
