Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7
700,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
710,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
720,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
730,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
740,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
750,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
760,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
770,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
780,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
790,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
800,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
810,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
820,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
830,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
840,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
850,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
860,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
870,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
880,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
890,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
900,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
910,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
920,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
930,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
940,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
950,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
960,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
970,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
980,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
990,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1000,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1010,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1020,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1030,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1040,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1050,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1060,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1070,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1080,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1090,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1100,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1110,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1120,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1130,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1140,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1150,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1160,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1170,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1180,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1190,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1200,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1210,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1220,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1230,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1240,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1250,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1260,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1270,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1280,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1290,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1300,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1310,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1320,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1330,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1340,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1350,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1360,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1370,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1380,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1390,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1400,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1410,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1420,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1430,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1440,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1450,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1460,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1470,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1480,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1490,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1500,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1510,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1520,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1530,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1540,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1550,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1560,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1570,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1580,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1590,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1600,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1610,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1620,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1630,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1640,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1650,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1660,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1670,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1680,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1690,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1700,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1710,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1720,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1730,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1740,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1750,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1760,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1770,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1780,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1790,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1800,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1810,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1820,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1830,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1840,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1850,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1860,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1870,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1880,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1890,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1900,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1910,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1920,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1930,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1940,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1950,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1960,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1970,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1980,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
1990,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2000,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2010,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2020,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2030,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2040,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2050,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2060,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2070,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2080,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2090,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2100,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2110,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2120,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2130,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2140,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2150,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2160,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2170,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2180,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2190,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2200,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2210,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2220,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2230,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2240,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2250,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2260,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2270,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2280,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2290,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2300,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2310,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2320,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2330,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2340,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2350,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2360,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2370,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2380,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2390,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2400,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2410,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2420,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2430,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2440,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2450,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2460,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2470,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2480,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2490,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2500,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2510,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2520,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2530,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2540,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2550,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2560,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2570,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2580,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2590,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2600,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2610,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2620,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2630,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2640,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2650,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2660,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2670,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2680,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2690,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2700,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2710,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2720,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2730,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2740,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2750,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2760,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2770,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2780,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2790,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2800,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2810,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2820,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2830,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2840,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2850,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2860,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2870,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2880,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2890,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2900,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2910,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2920,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2930,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2940,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2950,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2960,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2970,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2980,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
2990,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
3000,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
3010,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
3020,NA,9.190201e-08,0.1536377,0.6348391,0.8,0.8,0.8,0.8,0.8
