Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8
500,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
510,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
520,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
530,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
540,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
550,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
560,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
570,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
580,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
590,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
600,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
610,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
620,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
630,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
640,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
650,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
660,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
670,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
680,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
690,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
700,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
710,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
720,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
730,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
740,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
750,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
760,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
770,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
780,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
790,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
800,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
810,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
820,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
830,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
840,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
850,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
860,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
870,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
880,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
890,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
900,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
910,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
920,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
930,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
940,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
950,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
960,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
970,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
980,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
990,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1000,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1010,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1020,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1030,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1040,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1050,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1060,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1070,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1080,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1090,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1100,-1011.379,2.035194e-08,0.3159272,0.910205,0.7872163,0.7195904,0.07176642,0.4610813,0.6707302,0.1032508
1110,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1120,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1130,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1140,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1150,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1160,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1170,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1180,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
