Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8
690,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
700,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
710,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
720,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
730,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
740,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
750,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
760,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
770,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
780,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
790,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
800,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
810,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
820,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
830,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
840,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
