Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5
2970,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
2980,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
2990,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3000,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3010,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3020,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3030,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3040,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3050,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3060,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3070,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3080,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3090,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3100,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3110,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3120,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3130,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3140,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3150,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3160,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3170,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3180,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3190,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3200,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3210,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3220,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3230,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3240,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3250,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3260,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3270,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3280,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3290,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3300,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3310,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3320,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3330,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3340,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3350,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3360,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3370,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3380,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3390,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3400,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3410,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3420,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3430,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3440,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3450,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3460,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3470,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3480,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3490,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3500,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3510,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3520,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3530,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3540,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3550,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3560,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3570,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3580,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3590,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3600,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3610,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3620,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3630,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3640,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3650,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3660,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3670,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3680,-603.8274,3.981429e-07,0.06201564,0.4847478,0.7624761,0.8250988,0.5663254
3690,-606.3942,3.975988e-07,0.09113279,0.4361296,0.7598776,0.8440988,0.5779515
3700,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3710,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3720,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3730,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3740,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3750,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3760,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3770,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3780,-608.7747,3.974244e-07,0.1227309,0.397006,0.7662955,0.8562616,0.5707371
3790,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3800,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3810,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3820,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3830,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3840,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3850,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3860,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3870,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3880,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3890,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3900,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3910,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3920,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3930,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3940,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3950,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3960,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3970,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3980,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
3990,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
4000,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
4010,-609.9181,3.979031e-07,0.05062832,0.3687951,0.7699437,0.8506278,0.5674049
4020,-611.362,3.984787e-07,0.06435583,0.3843289,0.7654349,0.8574276,0.5768129
4030,-611.362,3.984787e-07,0.06435583,0.3843289,0.7654349,0.8574276,0.5768129
4040,-611.362,3.984787e-07,0.06435583,0.3843289,0.7654349,0.8574276,0.5768129
4050,-611.362,3.984787e-07,0.06435583,0.3843289,0.7654349,0.8574276,0.5768129
4060,-611.362,3.984787e-07,0.06435583,0.3843289,0.7654349,0.8574276,0.5768129
4070,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4080,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4090,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4100,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4110,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4120,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4130,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4140,-612.0263,3.984927e-07,0.06566053,0.3784551,0.7889785,0.8492466,0.5600919
4150,-615.7168,3.987861e-07,0.07749959,0.3486823,0.800448,0.8516791,0.5424545
4160,-615.7168,3.987861e-07,0.07749959,0.3486823,0.800448,0.8516791,0.5424545
4170,-615.7168,3.987861e-07,0.07749959,0.3486823,0.800448,0.8516791,0.5424545
4180,-615.7168,3.987861e-07,0.07749959,0.3486823,0.800448,0.8516791,0.5424545
4190,-616.9008,3.993302e-07,0.1064441,0.3996199,0.7943973,0.7988551,0.5774675
4200,-615.0936,3.989574e-07,0.1276127,0.3879499,0.8100236,0.7421299,0.5603576
4210,-615.6107,3.989427e-07,0.1245073,0.4063054,0.7847784,0.7268087,0.5779748
4220,-615.6107,3.989427e-07,0.1245073,0.4063054,0.7847784,0.7268087,0.5779748
4230,-615.6107,3.989427e-07,0.1245073,0.4063054,0.7847784,0.7268087,0.5779748
4240,-615.6107,3.989427e-07,0.1245073,0.4063054,0.7847784,0.7268087,0.5779748
4250,-615.6107,3.989427e-07,0.1245073,0.4063054,0.7847784,0.7268087,0.5779748
4260,-612.8394,3.990556e-07,0.1603482,0.4031931,0.7921254,0.7117414,0.5901994
4270,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4280,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4290,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4300,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4310,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4320,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4330,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4340,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4350,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4360,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4370,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4380,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4390,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4400,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4410,-613.7793,3.985262e-07,0.1529646,0.3778281,0.8132993,0.6772685,0.5783732
4420,-612.6634,3.982691e-07,0.1078873,0.3682632,0.8094455,0.7550891,0.5616286
4430,-611.3357,3.981744e-07,0.1064398,0.398499,0.7876199,0.7454421,0.5691316
4440,-611.3357,3.981744e-07,0.1064398,0.398499,0.7876199,0.7454421,0.5691316
4450,-611.3357,3.981744e-07,0.1064398,0.398499,0.7876199,0.7454421,0.5691316
4460,-614.2135,3.985689e-07,0.1169082,0.4313539,0.7924222,0.7815231,0.5572344
4470,-614.2135,3.985689e-07,0.1169082,0.4313539,0.7924222,0.7815231,0.5572344
4480,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4490,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4500,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4510,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4520,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4530,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4540,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4550,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4560,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4570,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4580,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4590,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4600,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4610,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4620,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4630,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4640,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4650,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4660,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4670,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4680,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4690,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4700,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4710,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4720,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4730,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4740,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4750,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4760,-607.1328,3.990033e-07,0.1001657,0.4732177,0.7441348,0.8193553,0.589137
4770,-609.7163,3.987257e-07,0.06817077,0.5142103,0.7496895,0.8094453,0.58695
4780,-609.5851,3.987509e-07,0.05875203,0.5273254,0.7720727,0.8143319,0.5705991
4790,-609.5851,3.987509e-07,0.05875203,0.5273254,0.7720727,0.8143319,0.5705991
4800,-609.5851,3.987509e-07,0.05875203,0.5273254,0.7720727,0.8143319,0.5705991
4810,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4820,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4830,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4840,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4850,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4860,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4870,-608.9354,3.986731e-07,0.02975264,0.500791,0.7739257,0.8424244,0.5707538
4880,-610.0964,3.989939e-07,0.0001523756,0.4635164,0.7762195,0.8101137,0.5764469
4890,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4900,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4910,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4920,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4930,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4940,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4950,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4960,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4970,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4980,-609.4406,3.991062e-07,0.004902857,0.5188165,0.7704877,0.8446676,0.5603267
4990,-608.2215,3.989019e-07,0.06303973,0.5612102,0.7464225,0.8396653,0.5765566
5000,-608.2215,3.989019e-07,0.06303973,0.5612102,0.7464225,0.8396653,0.5765566
