Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11,vecEff12
1610,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1620,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1630,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1640,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1650,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1660,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1670,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1680,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1690,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1700,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1710,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1720,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1730,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1740,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1750,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1760,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1770,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1780,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1790,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1800,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1810,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1820,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1830,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1840,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1850,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1860,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1870,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1880,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1890,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1900,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1910,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1920,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1930,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1940,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1950,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1960,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1970,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1980,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
1990,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2000,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2010,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2020,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2030,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2040,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2050,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2060,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2070,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2080,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2090,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2100,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2110,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2120,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2130,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2140,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2150,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2160,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2170,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2180,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2190,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2200,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2210,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2220,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2230,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2240,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2250,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2260,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2270,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2280,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2290,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2300,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2310,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2320,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2330,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2340,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2350,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2360,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2370,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2380,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2390,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2400,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2410,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2420,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2430,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2440,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2450,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2460,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2470,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2480,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2490,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2500,-1000698,4.450186e-08,0.08842161,0.006742107,0.2077007,0.7396025,0.6870785,0.6270005,0.5675984,0.4185207,0.9872179,0.246233,0.4355297,0.6219219
2510,-1000689,4.45088e-08,0.1048801,0.03269703,0.1808267,0.747642,0.7027851,0.6012576,0.5485234,0.4007814,0.9520017,0.3229988,0.447841,0.6220329
2520,-1000689,4.45088e-08,0.1048801,0.03269703,0.1808267,0.747642,0.7027851,0.6012576,0.5485234,0.4007814,0.9520017,0.3229988,0.447841,0.6220329
2530,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2540,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2550,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2560,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2570,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2580,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2590,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2600,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2610,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2620,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2630,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2640,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2650,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2660,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2670,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2680,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2690,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2700,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2710,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2720,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2730,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2740,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2750,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2760,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2770,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2780,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2790,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2800,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2810,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2820,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2830,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2840,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2850,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2860,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2870,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2880,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2890,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2900,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2910,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2920,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2930,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2940,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2950,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2960,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2970,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2980,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
2990,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3000,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3010,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3020,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3030,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3040,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3050,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3060,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3070,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3080,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3090,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3100,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3110,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3120,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3130,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3140,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3150,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3160,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3170,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3180,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3190,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
