Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9
450,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
460,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
470,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
480,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
490,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
500,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
510,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
520,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
530,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
540,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
550,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
560,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
570,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
580,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
590,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
600,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
610,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
620,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
630,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
640,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
650,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
660,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
670,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
680,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
690,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
700,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
710,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
720,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
730,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
740,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
750,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
760,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
770,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
780,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
790,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
800,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
810,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
820,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
830,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
840,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
850,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
860,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
870,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
880,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
890,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
900,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
910,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
920,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
930,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
940,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
950,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
960,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
970,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
980,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
990,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1000,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1010,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1020,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1030,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1040,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1050,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1060,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1070,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1080,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1090,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1100,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1110,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1120,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1130,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1140,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1150,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1160,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1170,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1180,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1190,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1200,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1210,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1220,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1230,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1240,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1250,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1260,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1270,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1280,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1290,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1300,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1310,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1320,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1330,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1340,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1350,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1360,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1370,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1380,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1390,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1400,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1410,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1420,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1430,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1440,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1450,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1460,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1470,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1480,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1490,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1500,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1510,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1520,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1530,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1540,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1550,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1560,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1570,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1580,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1590,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1600,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1610,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1620,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1630,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1640,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1650,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1660,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1670,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1680,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1690,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1700,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1710,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1720,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1730,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1740,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1750,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1760,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1770,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1780,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1790,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1800,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1810,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1820,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1830,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1840,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1850,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1860,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1870,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1880,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1890,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1900,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1910,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1920,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1930,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1940,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
1950,-515.7981,4.550113e-07,0.1669995,0.8832356,0.8376185,0.6355338,0.7300011,0.6056709,0.6796179,0.8666517,0.8337713
