Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10
410,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
420,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
430,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
440,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
450,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
460,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
470,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
480,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
490,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
500,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
510,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
520,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
530,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
540,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
550,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
560,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
570,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
580,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
590,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
600,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
610,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
620,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
630,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
640,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
650,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
660,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
670,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
680,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
690,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
700,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
710,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
720,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
730,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
740,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
750,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
760,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
770,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
780,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
790,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
800,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
810,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
820,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
830,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
840,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
850,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
860,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
870,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
880,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
890,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
900,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
910,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
920,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
930,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
940,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
950,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
960,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
970,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
980,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
990,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1000,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1010,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1020,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1030,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1040,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1050,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1060,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1070,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1080,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1090,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1100,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1110,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1120,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1130,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1140,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1150,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1160,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1170,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1180,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1190,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1200,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1210,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1220,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1230,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1240,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1250,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1260,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1270,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1280,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1290,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1300,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1310,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1320,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1330,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1340,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1350,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1360,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1370,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1380,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1390,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1400,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1410,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1420,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1430,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1440,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1450,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1460,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1470,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1480,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1490,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1500,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1510,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1520,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1530,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1540,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1550,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1560,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1570,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1580,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1590,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1600,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1610,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1620,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1630,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1640,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1650,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1660,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1670,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1680,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1690,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1700,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1710,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1720,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1730,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1740,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1750,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1760,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1770,-532.6578,1.252402e-07,0.1972443,0.559995,0.8946089,0.8806866,0.7915618,0.623643,0.9242788,0.4866134,0.543883,0.5973747
1780,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1790,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1800,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1810,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1820,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1830,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1840,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1850,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1860,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1870,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
1880,-524.4021,1.350494e-07,0.1341171,0.6357059,0.9195008,0.8282618,0.8598406,0.6661686,0.9208174,0.5681009,0.5393313,0.6339404
